quality_label,alcohol,volatile acidity,citric acid,alcohol_bin,volatile acidity_bin,citric acid_bin
中等,10.2,0.59,0.31,Q2,Q3,Q3
中等,9.7,0.4,0.48,Q2,Q2,Q4
好酒,11.8,0.51,0.64,Q4,Q2,Q4
好酒,11.8,0.51,0.64,Q4,Q2,Q4
中等,9.3,0.655,0.49,Q1,Q4,Q4
中等,11.9,0.6,0.49,Q4,Q3,Q4
差酒,8.4,0.61,0.49,Q1,Q3,Q4
中等,11.7,0.21,0.49,Q4,Q1,Q4
中等,11.0,0.365,0.49,Q3,Q1,Q4
中等,10.0,0.25,0.49,Q2,Q1,Q4
中等,9.1,0.41,0.49,Q1,Q2,Q4
中等,9.8,0.39,0.49,Q2,Q1,Q4
中等,9.4,0.4,0.49,Q1,Q2,Q4
中等,9.5,0.43,0.49,Q1,Q2,Q4
中等,9.9,0.64,0.24,Q2,Q3,Q2
中等,11.0,0.365,0.49,Q3,Q1,Q4
中等,11.4,0.38,0.49,Q4,Q1,Q4
中等,8.7,0.42,0.49,Q1,Q2,Q4
中等,9.4,0.63,0.24,Q1,Q3,Q2
中等,10.3,0.22,0.24,Q3,Q1,Q2
中等,10.3,0.38,0.49,Q3,Q1,Q4
中等,10.3,0.38,0.49,Q3,Q1,Q4
中等,12.8,0.27,0.24,Q4,Q1,Q2
中等,10.0,0.48,0.24,Q2,Q2,Q2
中等,10.3,0.22,0.24,Q3,Q1,Q2
中等,9.4,0.63,0.24,Q1,Q3,Q2
中等,10.7,0.825,0.24,Q3,Q4,Q2
好酒,12.0,0.35,0.49,Q4,Q1,Q4
中等,11.2,0.5,0.74,Q4,Q2,Q4
中等,9.6,0.59,0.24,Q2,Q3,Q2
中等,11.0,0.46,0.49,Q3,Q2,Q4
中等,9.9,0.715,0.24,Q2,Q4,Q2
中等,11.0,0.66,0.24,Q3,Q4,Q2
中等,8.4,0.31,0.74,Q1,Q1,Q4
中等,9.1,0.47,0.49,Q1,Q2,Q4
中等,9.5,0.55,0.24,Q1,Q3,Q2
中等,10.7,0.31,0.49,Q3,Q1,Q4
中等,10.4,0.35,0.49,Q3,Q1,Q4
中等,9.4,0.53,0.49,Q1,Q3,Q4
中等,9.5,0.51,0.01,Q1,Q2,Q1
中等,10.0,0.43,0.24,Q2,Q2,Q2
中等,10.0,0.46,0.24,Q2,Q2,Q2
中等,11.5,1.04,0.24,Q4,Q4,Q2
中等,11.1,0.645,0.49,Q3,Q4,Q4
中等,11.1,0.645,0.49,Q3,Q4,Q4
中等,11.7,0.53,0.49,Q4,Q3,Q4
中等,11.1,0.645,0.49,Q3,Q4,Q4
中等,11.7,0.53,0.49,Q4,Q3,Q4
中等,12.7,0.47,0.49,Q4,Q2,Q4
中等,11.4,0.6,0.49,Q4,Q3,Q4
中等,9.2,0.44,0.49,Q1,Q2,Q4
中等,9.2,0.54,0.49,Q1,Q3,Q4
中等,10.1,0.29,0.49,Q2,Q1,Q4
中等,12.7,0.47,0.49,Q4,Q2,Q4
中等,11.4,0.6,0.49,Q4,Q3,Q4
中等,9.0,0.7,0.24,Q1,Q4,Q2
中等,9.0,0.7,0.24,Q1,Q4,Q2
中等,10.7,0.5,0.49,Q3,Q2,Q4
中等,11.7,0.36,0.24,Q4,Q1,Q2
中等,11.0,0.35,0.49,Q3,Q1,Q4
中等,11.7,0.36,0.24,Q4,Q1,Q2
中等,10.4,0.24,0.49,Q3,Q1,Q4
差酒,9.6,0.59,0.49,Q2,Q3,Q4
中等,10.0,0.34,0.49,Q2,Q1,Q4
中等,10.2,0.27,0.49,Q2,Q1,Q4
差酒,10.0,0.5,0.24,Q2,Q2,Q2
中等,9.5,0.44,0.49,Q1,Q2,Q4
中等,9.8,0.47,0.49,Q2,Q2,Q4
中等,9.8,0.31,0.49,Q2,Q1,Q4
中等,9.6,0.5,0.49,Q2,Q2,Q4
中等,9.6,0.5,0.49,Q2,Q2,Q4
中等,9.2,0.49,0.49,Q1,Q2,Q4
好酒,9.9,0.28,0.49,Q2,Q1,Q4
好酒,10.7,0.33,0.49,Q3,Q1,Q4
中等,9.6,0.51,0.24,Q2,Q2,Q2
好酒,10.6,0.31,0.49,Q3,Q1,Q4
中等,9.3,0.73,0.24,Q1,Q4,Q2
好酒,14.0,0.42,0.24,Q4,Q2,Q2
好酒,10.5,0.29,0.49,Q3,Q1,Q4
中等,9.7,0.45,0.49,Q2,Q2,Q4
中等,11.5,0.39,0.49,Q4,Q1,Q4
中等,9.7,0.45,0.49,Q2,Q2,Q4
中等,9.0,0.49,0.58,Q1,Q2,Q4
中等,9.5,0.72,0.17,Q1,Q4,Q2
中等,9.3,0.595,0.41,Q1,Q3,Q3
中等,9.3,0.4,0.51,Q1,Q2,Q4
中等,10.0,0.58,0.58,Q2,Q3,Q4
中等,9.8,0.585,0.18,Q2,Q3,Q2
中等,9.3,0.59,0.45,Q1,Q3,Q4
差酒,10.0,0.915,0.27,Q2,Q4,Q3
中等,9.0,0.46,0.52,Q1,Q2,Q4
中等,9.3,0.835,0.0,Q1,Q4,Q1
中等,9.0,0.46,0.52,Q1,Q2,Q4
中等,9.1,0.58,0.13,Q1,Q3,Q2
中等,9.2,0.6,0.13,Q1,Q3,Q2
好酒,12.2,0.41,0.48,Q4,Q2,Q4
中等,10.5,0.48,0.41,Q3,Q2,Q3
中等,10.4,0.65,0.37,Q3,Q4,Q3
中等,12.7,0.36,0.19,Q4,Q1,Q2
中等,9.2,0.24,0.54,Q1,Q1,Q4
中等,9.4,0.38,0.55,Q1,Q1,Q4
中等,10.0,0.64,0.0,Q2,Q3,Q1
中等,9.8,0.39,0.38,Q2,Q1,Q3
中等,10.2,0.755,0.18,Q2,Q4,Q2
中等,9.7,0.6,0.5,Q2,Q3,Q4
中等,9.7,0.6,0.5,Q2,Q3,Q4
中等,9.8,0.31,0.51,Q2,Q1,Q4
中等,10.2,0.46,0.5,Q2,Q2,Q4
中等,9.3,0.37,0.41,Q1,Q1,Q3
中等,9.4,0.54,0.24,Q1,Q3,Q2
中等,9.4,0.56,0.23,Q1,Q3,Q2
中等,9.5,0.58,0.22,Q1,Q3,Q2
中等,12.1,0.51,0.25,Q4,Q2,Q2
中等,10.2,0.69,0.0,Q2,Q4,Q1
中等,10.2,0.69,0.0,Q2,Q4,Q1
中等,9.1,0.6,0.29,Q1,Q3,Q3
中等,9.1,0.6,0.29,Q1,Q3,Q3
中等,9.3,0.54,0.26,Q1,Q3,Q2
中等,9.3,0.685,0.23,Q1,Q4,Q2
中等,9.3,0.54,0.26,Q1,Q3,Q2
中等,9.5,0.28,0.54,Q1,Q1,Q4
中等,10.5,0.41,0.14,Q3,Q2,Q2
差酒,11.3,0.935,0.22,Q4,Q4,Q2
中等,9.5,0.35,0.21,Q1,Q1,Q2
中等,9.7,0.84,0.0,Q2,Q4,Q1
中等,9.4,0.88,0.28,Q1,Q4,Q3
中等,9.4,0.885,0.27,Q1,Q4,Q3
好酒,10.2,0.915,0.12,Q2,Q4,Q2
中等,10.3,0.29,0.35,Q3,Q1,Q3
中等,9.4,0.54,0.45,Q1,Q3,Q4
中等,9.5,0.59,0.44,Q1,Q3,Q4
中等,9.4,0.54,0.45,Q1,Q3,Q4
中等,9.5,0.59,0.44,Q1,Q3,Q4
中等,9.4,0.54,0.45,Q1,Q3,Q4
好酒,10.1,0.64,0.1,Q2,Q3,Q2
中等,10.1,0.67,0.05,Q2,Q4,Q1
差酒,11.0,0.845,0.01,Q3,Q4,Q1
好酒,11.2,0.48,0.3,Q4,Q2,Q3
中等,11.3,0.42,0.27,Q4,Q2,Q3
中等,9.6,0.43,0.39,Q2,Q2,Q3
中等,11.2,0.88,0.25,Q4,Q4,Q2
中等,14.9,0.36,0.65,Q4,Q1,Q4
中等,12.0,0.33,0.59,Q4,Q1,Q4
中等,9.5,0.47,0.47,Q1,Q2,Q4
中等,9.4,0.55,0.17,Q1,Q3,Q2
中等,9.6,0.43,0.39,Q2,Q2,Q3
好酒,10.5,0.5,0.59,Q3,Q2,Q4
中等,9.6,0.52,0.07,Q2,Q2,Q1
差酒,11.0,0.84,0.02,Q3,Q4,Q1
中等,9.6,0.52,0.07,Q2,Q2,Q1
中等,9.0,0.42,0.31,Q1,Q2,Q3
中等,9.6,0.57,0.06,Q2,Q3,Q1
中等,10.2,0.28,0.46,Q2,Q1,Q4
中等,10.2,0.4,0.52,Q2,Q2,Q4
中等,9.7,0.59,0.14,Q2,Q3,Q2
中等,9.5,0.49,0.36,Q1,Q2,Q3
中等,9.2,0.34,0.45,Q1,Q1,Q4
中等,11.0,0.73,0.43,Q3,Q4,Q4
中等,9.2,0.34,0.45,Q1,Q1,Q4
中等,10.0,0.4,0.24,Q2,Q2,Q2
中等,9.5,0.73,0.21,Q1,Q4,Q2
中等,9.5,1.24,0.34,Q1,Q4,Q3
中等,9.5,0.73,0.21,Q1,Q4,Q2
中等,9.3,0.4,0.41,Q1,Q2,Q3
中等,10.2,0.41,0.39,Q2,Q2,Q3
中等,9.3,0.4,0.41,Q1,Q2,Q3
中等,9.9,0.8,0.11,Q2,Q4,Q2
中等,10.0,0.78,0.1,Q2,Q4,Q2
中等,9.6,0.26,0.45,Q2,Q1,Q4
中等,9.0,0.43,0.58,Q1,Q2,Q4
中等,10.2,0.45,0.23,Q2,Q2,Q2
中等,9.8,0.46,0.31,Q2,Q2,Q3
中等,11.3,0.78,0.23,Q4,Q4,Q2
中等,9.4,0.98,0.32,Q1,Q4,Q3
中等,11.3,0.78,0.23,Q4,Q4,Q2
中等,9.1,0.65,0.18,Q1,Q4,Q2
中等,9.7,0.64,0.23,Q2,Q3,Q2
中等,9.4,0.66,0.04,Q1,Q4,Q1
中等,9.4,0.38,0.48,Q1,Q1,Q4
差酒,10.7,1.185,0.0,Q3,Q4,Q1
中等,9.8,0.92,0.24,Q2,Q4,Q2
中等,9.0,0.49,0.51,Q1,Q2,Q4
中等,9.4,0.48,0.32,Q1,Q2,Q3
中等,9.4,0.47,0.31,Q1,Q2,Q3
中等,12.8,0.47,0.02,Q4,Q2,Q1
中等,9.5,0.65,0.02,Q1,Q4,Q1
中等,9.5,0.65,0.02,Q1,Q4,Q1
中等,9.7,0.615,0.28,Q2,Q3,Q3
中等,10.8,0.38,0.55,Q3,Q1,Q4
中等,10.1,1.02,0.43,Q2,Q4,Q4
中等,9.5,0.65,0.02,Q1,Q4,Q1
中等,9.4,0.64,0.02,Q1,Q3,Q1
差酒,9.6,0.38,0.48,Q2,Q1,Q4
差酒,9.7,0.765,0.04,Q2,Q4,Q1
中等,9.9,1.035,0.15,Q2,Q4,Q2
中等,10.0,0.78,0.08,Q2,Q4,Q1
中等,10.5,0.49,0.19,Q3,Q2,Q2
中等,11.6,0.545,0.12,Q4,Q3,Q2
中等,10.0,0.31,0.47,Q2,Q1,Q4
中等,10.1,1.025,0.43,Q2,Q4,Q4
中等,9.5,0.565,0.34,Q1,Q3,Q3
中等,9.4,0.69,0.0,Q1,Q4,Q1
中等,9.4,0.43,0.36,Q1,Q2,Q3
中等,9.8,0.74,0.28,Q2,Q4,Q3
中等,9.2,0.49,0.18,Q1,Q2,Q2
中等,9.4,0.43,0.36,Q1,Q2,Q3
中等,10.0,0.46,0.11,Q2,Q2,Q2
中等,9.6,0.56,0.04,Q2,Q3,Q1
中等,9.5,0.66,0.0,Q1,Q4,Q1
中等,9.6,0.56,0.04,Q2,Q3,Q1
中等,9.2,0.48,0.24,Q1,Q2,Q2
中等,10.0,0.42,0.08,Q2,Q2,Q1
中等,9.5,0.31,0.3,Q1,Q1,Q3
差酒,11.2,1.115,0.1,Q4,Q4,Q2
中等,10.4,0.66,0.17,Q3,Q4,Q2
中等,11.1,0.72,0.09,Q3,Q4,Q1
中等,9.5,0.57,0.02,Q1,Q3,Q1
中等,9.5,0.57,0.02,Q1,Q3,Q1
中等,12.7,0.865,0.03,Q4,Q4,Q1
中等,9.6,0.55,0.66,Q2,Q3,Q4
中等,11.5,0.875,0.13,Q4,Q4,Q2
中等,9.6,0.835,0.03,Q2,Q4,Q1
中等,9.5,0.45,0.34,Q1,Q2,Q3
中等,9.3,0.56,0.2,Q1,Q3,Q2
中等,9.5,0.965,0.1,Q1,Q4,Q2
中等,9.5,0.965,0.1,Q1,Q4,Q2
中等,9.3,0.59,0.0,Q1,Q3,Q1
中等,9.2,0.46,0.23,Q1,Q2,Q2
中等,9.3,0.69,0.0,Q1,Q4,Q1
中等,11.5,0.76,0.29,Q4,Q4,Q3
中等,9.5,0.53,0.24,Q1,Q3,Q2
中等,9.2,0.615,0.0,Q1,Q3,Q1
中等,10.0,0.41,0.58,Q2,Q2,Q4
中等,9.5,0.39,0.54,Q1,Q1,Q4
中等,9.5,0.51,0.18,Q1,Q2,Q2
中等,9.0,0.34,0.38,Q1,Q1,Q3
中等,9.4,0.33,0.4,Q1,Q1,Q3
中等,9.6,0.5,0.18,Q2,Q2,Q2
中等,9.5,0.51,0.18,Q1,Q2,Q2
中等,9.5,0.65,0.1,Q1,Q4,Q2
中等,9.5,0.65,0.1,Q1,Q4,Q2
中等,9.4,0.54,0.13,Q1,Q3,Q2
中等,9.5,0.65,0.1,Q1,Q4,Q2
中等,9.1,0.48,0.68,Q1,Q2,Q4
中等,10.7,0.91,0.07,Q3,Q4,Q1
中等,11.2,0.98,0.01,Q4,Q4,Q1
中等,9.8,0.87,0.0,Q2,Q4,Q1
中等,9.8,0.87,0.0,Q2,Q4,Q1
中等,9.2,0.42,0.21,Q1,Q2,Q2
中等,9.7,0.58,0.25,Q2,Q3,Q2
中等,9.6,0.655,0.26,Q2,Q4,Q2
中等,10.0,0.7,0.0,Q2,Q4,Q1
中等,9.6,0.655,0.26,Q2,Q4,Q2
中等,9.5,0.68,0.11,Q1,Q4,Q2
中等,9.5,0.67,0.1,Q1,Q4,Q2
中等,9.4,0.59,0.18,Q1,Q3,Q2
中等,9.5,0.6,0.32,Q1,Q3,Q3
中等,9.7,0.59,0.02,Q2,Q3,Q1
中等,9.6,0.72,0.01,Q2,Q4,Q1
中等,9.7,0.59,0.02,Q2,Q3,Q1
中等,9.4,0.685,0.26,Q1,Q4,Q2
中等,9.4,0.57,0.27,Q1,Q3,Q3
中等,9.5,0.4,0.29,Q1,Q2,Q3
中等,9.5,0.4,0.3,Q1,Q2,Q3
中等,10.0,1.0,0.0,Q2,Q4,Q1
中等,10.3,0.765,0.18,Q3,Q4,Q2
中等,10.3,0.635,0.17,Q3,Q3,Q2
中等,10.5,0.43,0.3,Q3,Q2,Q3
中等,9.8,0.52,0.03,Q2,Q2,Q1
中等,9.4,0.57,0.0,Q1,Q3,Q1
中等,9.8,0.46,0.14,Q2,Q2,Q2
中等,10.0,0.82,0.05,Q2,Q4,Q1
中等,9.8,0.46,0.14,Q2,Q2,Q2
中等,9.8,0.59,0.01,Q2,Q3,Q1
中等,9.5,0.35,0.41,Q1,Q1,Q3
中等,9.5,0.35,0.41,Q1,Q1,Q3
中等,10.1,0.56,0.24,Q2,Q3,Q2
中等,10.1,0.56,0.24,Q2,Q3,Q2
中等,9.3,0.63,0.17,Q1,Q3,Q2
中等,9.7,0.37,0.43,Q2,Q1,Q4
中等,9.6,0.64,0.17,Q2,Q3,Q2
中等,9.7,0.61,0.02,Q2,Q3,Q1
中等,10.8,0.6,0.0,Q3,Q3,Q1
中等,12.5,0.27,0.54,Q4,Q1,Q4
中等,10.2,0.89,0.3,Q2,Q4,Q3
中等,9.6,0.46,0.31,Q2,Q2,Q3
好酒,10.8,0.37,0.44,Q3,Q1,Q4
中等,10.7,0.5,0.34,Q3,Q2,Q3
中等,10.7,0.5,0.34,Q3,Q2,Q3
中等,9.4,0.61,0.08,Q1,Q3,Q1
中等,10.0,0.55,0.09,Q2,Q3,Q1
好酒,12.9,0.585,0.0,Q4,Q3,Q1
中等,9.6,0.56,0.08,Q2,Q3,Q1
中等,9.9,0.52,0.22,Q2,Q2,Q2
好酒,12.8,0.28,0.4,Q4,Q1,Q3
好酒,12.5,0.25,0.39,Q4,Q1,Q3
好酒,12.8,0.28,0.4,Q4,Q1,Q3
中等,9.2,0.53,0.12,Q1,Q3,Q2
中等,10.3,0.48,0.31,Q3,Q2,Q3
中等,10.5,0.49,0.1,Q3,Q2,Q2
中等,10.9,0.5,0.55,Q3,Q2,Q4
中等,10.8,0.45,0.33,Q3,Q2,Q3
差酒,11.4,0.39,0.24,Q4,Q1,Q2
中等,11.3,0.41,0.54,Q4,Q2,Q4
中等,10.8,0.45,0.33,Q3,Q2,Q3
中等,10.5,0.51,0.19,Q3,Q2,Q2
中等,11.9,0.29,0.42,Q4,Q1,Q3
中等,9.4,0.715,0.0,Q1,Q4,Q1
中等,9.6,0.66,0.15,Q2,Q4,Q2
中等,9.7,0.685,0.0,Q2,Q4,Q1
好酒,14.0,0.42,0.0,Q4,Q2,Q1
中等,9.8,0.54,0.13,Q2,Q3,Q2
中等,9.8,0.54,0.13,Q2,Q3,Q2
中等,10.3,0.48,0.28,Q3,Q2,Q3
中等,10.7,0.46,0.14,Q3,Q2,Q2
好酒,11.0,0.27,0.34,Q3,Q1,Q3
中等,10.7,0.46,0.14,Q3,Q2,Q2
好酒,12.7,0.57,0.09,Q4,Q3,Q1
中等,11.1,0.61,0.08,Q3,Q3,Q1
差酒,10.9,0.685,0.07,Q3,Q4,Q1
中等,11.1,0.61,0.08,Q3,Q3,Q1
差酒,9.9,0.44,0.42,Q2,Q2,Q3
差酒,9.9,0.47,0.44,Q2,Q2,Q4
中等,9.4,0.685,0.26,Q1,Q4,Q2
中等,9.3,0.665,0.1,Q1,Q4,Q2
好酒,11.7,0.28,0.28,Q4,Q1,Q3
好酒,11.7,0.28,0.28,Q4,Q1,Q3
好酒,11.2,0.31,0.35,Q4,Q1,Q3
中等,10.0,0.5,0.04,Q2,Q2,Q1
好酒,12.1,0.42,0.47,Q4,Q2,Q4
中等,10.3,0.66,0.0,Q3,Q4,Q1
中等,10.9,0.5,0.45,Q3,Q2,Q4
中等,9.4,0.685,0.35,Q1,Q4,Q3
中等,10.6,0.25,0.46,Q3,Q1,Q4
中等,9.8,0.64,0.21,Q2,Q3,Q2
中等,9.8,0.64,0.21,Q2,Q3,Q2
中等,9.9,0.68,0.16,Q2,Q4,Q2
中等,9.8,0.64,0.21,Q2,Q3,Q2
中等,9.8,0.63,0.21,Q2,Q3,Q2
中等,9.5,0.43,0.44,Q1,Q2,Q4
中等,9.5,0.43,0.44,Q1,Q2,Q4
中等,9.7,0.42,0.32,Q2,Q2,Q3
中等,10.9,0.36,0.39,Q3,Q1,Q3
中等,10.9,0.36,0.39,Q3,Q1,Q3
好酒,11.7,0.735,0.02,Q4,Q4,Q1
中等,10.9,0.36,0.39,Q3,Q1,Q3
好酒,11.3,0.26,0.34,Q4,Q1,Q3
好酒,10.6,0.28,0.47,Q3,Q1,Q4
中等,11.2,0.56,0.22,Q4,Q3,Q2
中等,9.5,0.62,0.06,Q1,Q3,Q1
中等,11.5,1.01,0.66,Q4,Q4,Q4
中等,10.4,0.42,0.32,Q3,Q2,Q3
中等,9.7,0.62,0.06,Q2,Q3,Q1
中等,9.5,0.62,0.06,Q1,Q3,Q1
中等,9.7,0.635,0.07,Q2,Q3,Q1
中等,11.3,0.49,0.22,Q4,Q2,Q2
中等,11.2,0.51,0.23,Q4,Q2,Q2
中等,11.2,0.56,0.22,Q4,Q3,Q2
中等,10.9,0.63,0.03,Q3,Q3,Q1
中等,11.8,0.715,0.01,Q4,Q4,Q1
中等,10.6,0.56,0.03,Q3,Q3,Q1
差酒,10.0,0.35,0.24,Q2,Q1,Q2
好酒,11.1,0.21,0.37,Q3,Q1,Q3
好酒,11.8,0.38,0.46,Q4,Q1,Q4
好酒,11.8,0.31,0.4,Q4,Q1,Q3
差酒,10.9,0.47,0.0,Q3,Q2,Q1
中等,11.8,0.715,0.01,Q4,Q4,Q1
中等,10.0,0.61,0.19,Q2,Q3,Q2
中等,9.5,0.6,0.04,Q1,Q3,Q1
中等,9.9,0.56,0.18,Q2,Q3,Q2
中等,11.4,0.715,0.0,Q4,Q4,Q1
中等,12.0,0.31,0.29,Q4,Q1,Q3
中等,9.5,0.6,0.04,Q1,Q3,Q1
中等,10.0,0.61,0.19,Q2,Q3,Q2
中等,10.5,0.75,0.14,Q3,Q4,Q2
中等,10.4,0.8,0.12,Q3,Q4,Q2
好酒,12.1,0.52,0.38,Q4,Q2,Q3
中等,11.2,0.57,0.0,Q4,Q3,Q1
中等,9.3,0.9,0.34,Q1,Q4,Q3
中等,10.1,0.34,0.24,Q2,Q1,Q2
中等,9.7,0.66,0.03,Q2,Q4,Q1
中等,9.3,0.45,0.23,Q1,Q2,Q2
中等,9.7,0.66,0.03,Q2,Q4,Q1
中等,9.8,0.63,0.03,Q2,Q3,Q1
中等,10.7,0.59,0.01,Q3,Q3,Q1
好酒,12.5,0.31,0.39,Q4,Q1,Q3
中等,10.7,0.59,0.01,Q3,Q3,Q1
好酒,12.5,0.31,0.39,Q4,Q1,Q3
差酒,11.0,1.02,0.02,Q3,Q4,Q1
中等,11.8,0.31,0.36,Q4,Q1,Q3
好酒,10.8,0.635,0.1,Q3,Q3,Q2
好酒,10.8,0.635,0.1,Q3,Q3,Q2
好酒,10.8,0.59,0.06,Q3,Q3,Q1
好酒,10.8,0.59,0.06,Q3,Q3,Q1
中等,9.5,0.58,0.2,Q1,Q3,Q2
中等,11.0,0.54,0.27,Q3,Q3,Q3
中等,11.5,0.56,0.0,Q4,Q3,Q1
中等,10.8,0.52,0.13,Q3,Q2,Q2
中等,11.5,0.305,0.39,Q4,Q1,Q3
中等,13.2,0.38,0.48,Q4,Q1,Q4
中等,10.9,0.28,0.46,Q3,Q1,Q4
中等,12.2,0.46,0.44,Q4,Q2,Q4
好酒,12.2,0.395,0.46,Q4,Q2,Q4
中等,11.5,0.305,0.39,Q4,Q1,Q3
中等,11.9,0.315,0.4,Q4,Q1,Q3
中等,11.0,0.715,0.19,Q3,Q4,Q2
中等,10.1,0.41,0.31,Q2,Q2,Q3
中等,11.0,0.36,0.32,Q3,Q1,Q3
中等,11.8,0.62,0.12,Q4,Q3,Q2
中等,10.5,0.41,0.37,Q3,Q2,Q3
中等,11.0,0.36,0.32,Q3,Q1,Q3
中等,11.8,0.62,0.12,Q4,Q3,Q2
中等,10.1,0.41,0.31,Q2,Q2,Q3
中等,11.2,0.47,0.27,Q4,Q2,Q3
好酒,11.0,0.22,0.36,Q3,Q1,Q3
中等,10.2,0.24,0.33,Q2,Q1,Q3
差酒,9.2,0.67,0.19,Q1,Q4,Q2
中等,11.2,0.47,0.27,Q4,Q2,Q3
好酒,12.0,0.33,0.38,Q4,Q1,Q3
中等,10.5,0.61,0.01,Q3,Q3,Q1
中等,9.8,0.61,0.01,Q2,Q3,Q1
中等,9.5,0.4,0.29,Q1,Q2,Q3
中等,9.8,0.61,0.01,Q2,Q3,Q1
中等,10.5,0.61,0.01,Q3,Q3,Q1
中等,11.8,0.3,0.38,Q4,Q1,Q3
中等,11.8,0.3,0.38,Q4,Q1,Q3
差酒,10.4,0.63,0.5,Q3,Q3,Q4
好酒,12.9,0.38,0.38,Q4,Q1,Q3
中等,11.4,0.46,0.17,Q4,Q2,Q2
好酒,12.4,0.33,0.52,Q4,Q1,Q4
好酒,12.5,0.27,0.49,Q4,Q1,Q4
好酒,10.0,0.43,0.4,Q2,Q2,Q3
好酒,9.7,0.5,0.34,Q2,Q2,Q3
好酒,12.1,0.3,0.49,Q4,Q1,Q4
好酒,11.1,0.44,0.42,Q3,Q2,Q3
好酒,12.0,0.44,0.58,Q4,Q2,Q4
好酒,12.4,0.28,0.48,Q4,Q1,Q4
好酒,11.9,0.12,0.45,Q4,Q1,Q4
好酒,11.9,0.12,0.45,Q4,Q1,Q4
好酒,11.9,0.12,0.45,Q4,Q1,Q4
好酒,12.4,0.28,0.48,Q4,Q1,Q4
好酒,11.2,0.31,0.4,Q4,Q1,Q3
好酒,12.1,0.34,0.48,Q4,Q1,Q4
中等,12.2,0.43,0.4,Q4,Q2,Q3
中等,10.4,0.21,0.52,Q3,Q1,Q4
中等,11.3,0.36,0.52,Q4,Q1,Q4
中等,11.1,0.37,0.52,Q3,Q1,Q4
好酒,11.3,0.57,0.12,Q4,Q3,Q2
中等,10.0,0.59,0.05,Q2,Q3,Q1
中等,11.1,0.47,0.27,Q3,Q2,Q3
中等,9.3,0.56,0.14,Q1,Q3,Q2
中等,9.5,0.57,0.02,Q1,Q3,Q1
中等,11.2,0.27,0.39,Q4,Q1,Q3
中等,11.1,0.47,0.27,Q3,Q2,Q3
中等,11.0,0.34,0.4,Q3,Q1,Q3
好酒,11.9,0.38,0.41,Q4,Q1,Q3
中等,9.2,0.66,0.2,Q1,Q4,Q2
中等,12.2,0.4,0.43,Q4,Q2,Q4
中等,10.2,0.56,0.09,Q2,Q3,Q1
中等,10.9,0.26,0.48,Q3,Q1,Q4
中等,10.9,0.26,0.48,Q3,Q1,Q4
好酒,11.6,0.38,0.5,Q4,Q1,Q4
中等,10.7,0.34,0.44,Q3,Q1,Q4
好酒,12.1,0.33,0.41,Q4,Q1,Q3
中等,9.4,0.41,0.3,Q1,Q2,Q3
中等,9.4,0.41,0.3,Q1,Q2,Q3
中等,9.1,0.59,0.29,Q1,Q3,Q3
好酒,11.3,0.4,0.32,Q4,Q2,Q3
中等,10.4,0.45,0.49,Q3,Q2,Q4
中等,10.5,0.5,0.3,Q3,Q2,Q3
中等,10.0,0.86,0.26,Q2,Q4,Q2
中等,12.9,0.52,0.32,Q4,Q2,Q3
中等,10.5,0.5,0.3,Q3,Q2,Q3
中等,10.4,0.45,0.49,Q3,Q2,Q4
中等,11.3,0.58,0.0,Q4,Q3,Q1
好酒,11.4,0.34,0.39,Q4,Q1,Q3
中等,9.4,0.36,0.3,Q1,Q1,Q3
中等,9.4,0.39,0.12,Q1,Q1,Q2
中等,10.9,0.295,0.4,Q3,Q1,Q3
中等,9.4,0.39,0.12,Q1,Q1,Q2
中等,9.4,0.34,0.28,Q1,Q1,Q3
中等,9.4,0.4,0.1,Q1,Q2,Q2
中等,9.4,0.34,0.28,Q1,Q1,Q3
中等,9.4,0.35,0.45,Q1,Q1,Q4
中等,10.1,0.6,0.06,Q2,Q3,Q1
好酒,12.8,0.66,0.0,Q4,Q4,Q1
好酒,12.8,0.66,0.0,Q4,Q4,Q1
中等,9.1,0.84,0.34,Q1,Q4,Q3
中等,12.9,0.69,0.0,Q4,Q4,Q1
好酒,11.5,0.43,0.3,Q4,Q2,Q3
好酒,10.6,0.35,0.38,Q3,Q1,Q3
好酒,11.7,0.29,0.33,Q4,Q1,Q3
好酒,12.8,0.36,0.32,Q4,Q1,Q3
中等,10.3,0.43,0.29,Q3,Q2,Q3
好酒,12.8,0.36,0.32,Q4,Q1,Q3
好酒,11.7,0.29,0.33,Q4,Q1,Q3
好酒,11.7,0.3,0.34,Q4,Q1,Q3
好酒,12.0,0.35,0.4,Q4,Q1,Q3
中等,10.9,0.5,0.36,Q3,Q2,Q3
好酒,12.3,0.28,0.45,Q4,Q1,Q4
中等,10.4,0.32,0.31,Q3,Q1,Q3
中等,10.0,1.005,0.15,Q2,Q4,Q2
中等,10.0,0.71,0.0,Q2,Q4,Q1
中等,11.2,0.58,0.16,Q4,Q3,Q2
中等,11.4,0.39,0.46,Q4,Q1,Q4
好酒,12.6,0.38,0.4,Q4,Q1,Q3
中等,12.7,0.18,0.37,Q4,Q1,Q3
中等,12.7,0.18,0.37,Q4,Q1,Q3
中等,10.4,0.5,0.14,Q3,Q2,Q2
中等,11.9,0.36,0.66,Q4,Q1,Q4
中等,11.9,0.36,0.66,Q4,Q1,Q4
中等,10.5,0.51,0.09,Q3,Q2,Q1
中等,12.3,0.32,0.42,Q4,Q1,Q3
